0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.588058	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	25.8098	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	470.562	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	647.816	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	2184.41	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	2616.47	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	8875.34	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	9750.38	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	10608	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	11606.2	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14878.3	
