0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0.64	-1.32202	0	-0.21495	-6.4097	-8.10909	-0.0420202	0	14.5325	14.0081	-0.245656	0	-5.96929	-1.40929	0	
0	-1.32202	2964.96	0	-43.9572	35.8837	-1648.3	-8.59313	0	1758.85	-17.6808	-50.2368	0	-1220.72	-288.2	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-0.21495	-43.9572	0	489.963	-213.122	-112.839	-1.39717	0	-189.481	-125.161	-8.16807	0	-198.479	-2.25292	0	
0	-6.4097	35.8837	0	-213.122	11089.5	922.715	-41.663	0	107.726	-217.129	-118.841	0	1014.62	404.706	0	
0	-8.10909	-1648.3	0	-112.839	922.715	12010.6	74.9272	0	-638.43	-652.149	-303.812	0	1259.19	52.2485	0	
0	-0.0420202	-8.59313	0	-1.39717	-41.663	74.9272	27.04	0	-38.4275	-41.3111	-1.59677	0	-38.8004	-9.16041	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	14.5325	1758.85	0	-189.481	107.726	-638.43	-38.4275	0	10949.3	1379.56	-135.562	0	-1122.12	-872.656	0	
0	14.0081	-17.6808	0	-125.161	-217.129	-652.149	-41.3111	0	1379.56	9861.42	-177.663	0	-1216.11	1299.54	0	
0	-0.245656	-50.2368	0	-8.16807	-118.841	-303.812	-1.59677	0	-135.562	-177.663	671.736	0	-226.833	-53.5531	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	-5.96929	-1220.72	0	-198.479	1014.62	1259.19	-38.8004	0	-1122.12	-1216.11	-226.833	0	10454.8	-1204.96	0	
0	-1.40929	-288.2	0	-2.25292	404.706	52.2485	-9.16041	0	-872.656	1299.54	-53.5531	0	-1204.96	3143.85	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
