0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
0.00000    0.64000   -1.32202    0.00000   -0.21495   -6.40970   -8.10909   -0.04202    0.00000   14.53253   14.00808   -0.24566    0.00000   -5.96929   -1.40929    0.00000
0.00000   -1.32202 2964.96000    0.00000  -43.95717   35.88364 -1648.29899   -8.59313    0.00000 1758.85091  -17.68081  -50.23677    0.00000 -1220.72040 -288.20040    0.00000
0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
0.00000   -0.21495  -43.95717    0.00000  489.96404 -213.12242 -112.83939   -1.39717    0.00000 -189.48040 -125.16061   -8.16808    0.00000 -198.47899   -2.25293    0.00000
0.00000   -6.40970   35.88364    0.00000 -213.12242 11089.47232  922.71515  -41.66303    0.00000  107.72606 -217.12929 -118.84121    0.00000 1014.61778  404.70626    0.00000
0.00000   -8.10909 -1648.29899    0.00000 -112.83939  922.71515 12010.61364   74.92727    0.00000 -638.43030 -652.14899 -303.81212    0.00000 1259.18737   52.24848    0.00000
0.00000   -0.04202   -8.59313    0.00000   -1.39717  -41.66303   74.92727   27.04000    0.00000  -38.42747  -41.31111   -1.59677    0.00000  -38.80040   -9.16040    0.00000
0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
0.00000   14.53253 1758.85091    0.00000 -189.48040  107.72606 -638.43030  -38.42747    0.00000 10949.32768 1379.56162 -135.56202    0.00000 -1122.12040 -872.65697    0.00000
0.00000   14.00808  -17.68081    0.00000 -125.16061 -217.12929 -652.14899  -41.31111    0.00000 1379.56162 9861.42172 -177.66263    0.00000 -1216.10657 1299.53939    0.00000
0.00000   -0.24566  -50.23677    0.00000   -8.16808 -118.84121 -303.81212   -1.59677    0.00000 -135.56202 -177.66263  671.73576    0.00000 -226.83313  -53.55313    0.00000
0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
0.00000   -5.96929 -1220.72040    0.00000 -198.47899 1014.61778 1259.18737  -38.80040    0.00000 -1122.12040 -1216.10657 -226.83313    0.00000 10454.82131 -1204.96242    0.00000
0.00000   -1.40929 -288.20040    0.00000   -2.25293  404.70626   52.24848   -9.16040    0.00000 -872.65697 1299.53939  -53.55313    0.00000 -1204.96242 3143.84485    0.00000
0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000    0.00000
