1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.999994	0.00195537	-0.000525027	-0.000662653	-0.00231239	-1.36937e-05	-0.000869354	0.000308705	0.000398777	-0.000544074	-0.00134705	
0	0	0	0	0	0.00192859	-5.34065e-05	0.0347801	0.055494	0.885683	0.375202	0.114727	0.0854247	-0.0970432	-0.0597805	-0.192475	
0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.000356908	0.00824528	0.987607	-0.149482	-0.0297407	0.000275407	0.0181269	-0.00795765	0.00747279	0.0291051	-0.00648785	
0	0	0	0	0	0.000426215	0.00387139	0.0167204	0.00134102	-0.052564	0.0506839	0.177848	-0.396267	-0.58315	-0.623174	0.278039	
0	0	0	0	0	0.000744821	-0.00658889	0.0157918	0.0307456	0.120694	0.0776109	0.137457	0.0440169	0.686889	-0.372107	0.589118	
0	0	0	0	0	-0.00195499	0.999887	-0.00909231	-0.00325726	-0.00053608	0.00476575	0.00622201	-0.000144317	0.00720484	0.00288317	0.0030608	
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-0.00131512	0.00377632	0.0168684	0.00640233	-0.10867	-0.209408	0.0447088	0.626609	0.0272298	-0.607568	-0.423651	
0	0	0	0	0	-0.00122438	0.0036281	0.0166244	0.0174299	-0.0137551	0.190097	-0.707129	-0.428248	0.26681	-0.311129	-0.33416	
0	0	0	0	0	0.00057206	0.00434808	0.145486	0.985514	-0.0754408	0.00742189	0.0245159	-0.00681424	-0.0118037	0.029244	-0.013784	
0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0.000496457	0.00572042	0.0292219	0.0296514	0.15663	-0.0949871	-0.657931	0.428066	-0.318417	0.0390791	0.495632	
0	0	0	0	0	0.000893635	0.00437748	0.0152215	0.0340217	0.393858	-0.872665	-0.0210229	-0.272678	0.0716825	-0.0209502	-0.0393941	
0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
