317.516	1101.25	-229.307	-814.105	-429.787	99.9352	-599.939	789.77	-773.28	-471.945	266.24	-772.987	532.445	100.992	-781.651	-348.169	58.1848	-266.507	-163.383	-720.152	75.6959	1053.14	-651.315	-834.215	-229.85	919.208	-668.252	1141.29	502.31	-733.395	-304.942	29.8766	-134.393	-597.176	1030.71	-690.526	171.866	1221.13	-366.345	290.69	-776.628	62.1001	-721.145	-570.156	-353.933	-234.903	-126.879	-277.938	-189.352	704.849	161.238	1643.35	330.207	-790.062	-305.945	-77.011	1154.75	-561.563	147.725	-731.349	-54.0812	-691.038	519.466	1453.22	324.944	-711.17	380.394	-859.668	31.5267	1614.57	-137.095	-508.863	-861.931	-11.1549	269.09	1269.79	-135.756	-726.146	-833.437	-543.187	560.393	1488.54	1042.15	157.514	-215.13	78.457	-244.328	-210.377	1010.6	-249.349	419.043	-215.175	-341.661	288.632	-113.78	1542.09	-628.028	19.0767	122.733	-908.879	
406.937	-436.808	-88.9578	318.072	-494.291	-506.099	468.003	464.857	292.697	-706.531	798.552	37.6107	1335.55	-910.211	336.968	-850.807	42.4134	-225.141	-34.0264	-222.07	-212.289	-242.64	-438.263	277.429	-74.1289	681.551	74.9554	1041.06	370.703	-356.288	597.661	9.69366	-328.958	-316.192	-286.38	86.2179	-135.223	-661.887	4.12224	-746.972	382.144	163.303	35.6508	-54.3887	850.023	-452.193	371.945	-234.81	632.641	854.298	767.796	50.8289	-96.6677	18.379	-167.784	-245.12	-48.779	-572.944	148.244	442.526	-191.381	-174.681	-172.317	-132.96	-467.259	86.6787	-605.187	385.785	693.36	-45.5331	476.986	-545.705	269.221	-708.542	1041.01	-12.9844	1076.51	504.454	161.15	-523.893	189.468	-247.176	156.524	-877.061	133.719	291.241	516.706	-929.902	418.427	-1044.27	-924.765	-606.453	-151.079	-716.297	-140.48	-515.119	-253.82	-76.7267	1183.45	262.908	
-133.069	282.102	-301.809	471.465	298.054	113.908	-593.581	443.399	-436.076	33.6477	-93.841	40.9762	-186.83	-887.781	-448.886	877.865	-88.1895	588.985	-776.356	343.901	-82.9397	576.344	131.86	471.256	-248.8	148.093	10.7915	526.602	300.535	155.253	-522.099	558.501	-948.371	661.784	2.83531	164.014	-1120.64	15.1314	-255.618	-1019.5	-266.881	326.117	44.573	243.004	-357.023	357.627	133.836	407.444	-394.215	433.84	-310.739	912.567	112.088	-56.5014	83.2129	797.617	627.696	389.112	82.476	367.986	6.93104	134.629	-908.008	640.16	-462.411	8.94733	-1098.71	60.3349	42.1798	-147.673	-834.718	579	-393.17	-953.395	-384.263	340.552	-255.067	325.724	296.718	786.204	-355.015	84.1524	-525.505	-768.482	17.4568	439.78	-460.836	594.206	336.655	246.092	-1135.03	623.266	-148.42	-933.066	404.341	-62.3514	361.399	546.383	-323.192	267.447	
294.008	-20.9929	-697.411	604.823	-279.946	45.3949	-63.075	497.11	-166.822	-105.522	494.564	-59.3508	-161.502	204.821	-78.8888	-431.271	-223.116	789.734	2.56597	226.061	-566.801	-80.3106	147.395	551.368	186.655	525.654	-387.792	329.899	-793.265	62.284	-435.605	873.887	-165.78	148.111	586.342	15.7123	477.887	401.165	-589.504	129.941	118.955	747.842	-437.275	268.703	-457.23	-329.463	-11.2027	301.8	-461.907	627.333	65.9765	-637.152	-1186.95	139.695	-657.534	493.7	-987.695	-55.5379	-587.031	570.815	-1198.66	323.209	615.718	124.408	-775.893	181.696	487.409	328.969	-789.844	36.0536	159.577	-264.825	-18.8204	582.237	-88.946	267.423	106.558	569.851	566.887	54.9147	-128.31	305.974	50.2757	302.541	-838.733	565.596	-700.27	-186.044	-966.238	-517.213	60.3779	-453.638	-542.555	638.615	623.187	291.605	-335.654	677.894	-183.92	254.319	
545.849	-559.922	-219.944	-717.242	503.214	125.156	235.719	674.387	71.5338	-1.10185	594.546	-787.574	113.366	-145.259	-49.0142	254.564	-8.0262	158.098	-142.279	282.93	-136.223	-717.143	54.931	-665.015	-99.9046	-239.456	343.189	708.557	329.306	-341.902	247.782	-195.848	-70.3419	248.269	197.981	-256.501	377.641	-337.032	251.708	450.312	1.53228	348.436	293.555	439.001	181.803	825.2	62.0474	-155.189	200.21	415.782	-241.156	-444.283	614.182	-277.781	843.646	527.135	-718.285	507.383	398.177	-741.189	-880.549	-334.654	92.8311	-259.62	-310.653	-709.896	-27.2248	-501.968	-846.61	114.005	21.3803	-133.086	-180.311	-130.757	558.988	-251.829	-370.948	-657.801	-312.08	-196.697	-375.134	111.98	-397.27	-237.814	779.535	266.091	56.1072	578.572	-768.2	-24.1256	-228.344	114.436	-1.47187	-26.3085	377.834	5.33588	583.124	491.604	342.165	-490.16	
217.293	645.27	-662.081	-367.877	-113.118	-472.37	423.477	-733.616	495.179	-256.026	305	-98.89	84.3295	-88.9518	518.133	299.696	-483.081	-126.583	63.1393	300.65	-1485.79	686.297	-79.7462	-404.64	493.983	-860.756	-197.543	-408.955	10.0741	69.9495	68.7328	-123.775	105.098	236.725	-45.2277	187.235	-156.047	213.332	-352.277	128.826	554.17	-204.023	486.17	283.36	-44.6331	-173.766	-180.232	13.4885	496.852	166.433	383.701	411.772	240.58	214.357	-229.42	-282.473	398.358	-49.1895	-1174.33	-281.602	-834.592	-411.15	-275	397.197	-57.6459	61.6816	67.2384	204.493	-144.722	93.741	480.252	526.901	536.376	-61.5181	386.522	355.16	-331.445	-31.6176	-136.094	377.295	-62.4206	345.1	-879.295	147.068	-85.7179	-249.71	412.873	-81.4629	95.9783	-144.681	-148.576	562.244	-713.49	121.795	-82.7262	190.309	359.074	-251.316	175.849	21.3855	
-172.054	-233.808	574.877	24.0725	-326.971	-242.921	-394.221	51.9334	-332.795	383.361	3.86685	-43.9697	626.772	-345.522	-335.791	184.473	-378.585	-409.916	166.499	143.367	737.668	-10.1595	121.563	13.6032	52.3012	-563.923	-3.08764	299.151	-221.579	252.968	264.503	-320.68	2.38477	301.331	415.718	258.765	93.5415	424.805	-291.749	-90.9085	-277.759	-521.331	-287.624	-186.225	131.483	-187.471	-231.673	-39.2032	65.2418	194.258	390.769	-162.749	-32.1173	575.799	-252.969	-423.063	-695.288	134.741	661.307	65.6473	-284.823	446.542	359.658	196.254	-237.041	212.688	318.905	183.204	-520.789	428.973	-489.351	599.219	-287.997	-16.4072	450.378	603.781	-257.993	211.382	2.5756	485.332	-77.7415	368.23	-552.26	-383.674	-242.955	-367.281	275.498	-37.1962	-656.521	111.61	-245.028	610.009	383.055	-142.499	-577.659	62.5333	-321.846	-765.106	467.271	86.4171	
-203.381	363.784	-167.066	269.686	706.599	-161.258	41.1786	-205.381	89.8831	-668.372	-30.0263	-154.313	-101.078	-31.9936	-104.084	-315.579	-521.826	-91.4475	189.499	-171.421	358.981	507.698	-152.754	289.004	303.372	-350.105	548.24	-427.761	-979.945	-116.4	95.4754	-480.37	-48.3286	-483.208	-259.804	-130.128	-25.4189	-117.045	189.701	-193.078	52.5757	287.581	542.21	118.017	275.478	684.543	680.34	-127.008	-31.7262	-102.489	-129.107	462.18	224.092	11.7734	-140.011	127.41	167.45	90.9727	757.418	357.886	-363.052	200.799	262.272	660.348	-158.419	-212.201	183.567	-47.4073	-365.344	50.5898	-305.827	-532.484	-176.471	-51.4188	-60.3286	159.069	-19.5473	320.858	12.2254	-299.636	-195.24	-54.2374	-662.033	111.559	-111.764	98.3588	-140.222	-123.149	88.137	-461.941	389.577	-497.545	326.951	11.0068	-68.5004	99.0799	312.199	-115.775	-4.30274	169.136	
-241.231	-271.474	-644.094	176.152	-5.28115	75.3124	-346.81	-514.912	-422.225	-538.424	197.45	-300.957	126.586	174.761	-432.584	318.632	352.261	-219.555	-81.7036	86.3918	-150.729	-321.853	15.9863	206.198	322.467	134.341	76.1587	-203.704	892.952	299.753	-196.134	-625.787	-94.0931	234.032	193.884	-289.524	-179.799	296.23	206.56	161.06	-207.687	124.574	112.147	122.251	-257.752	72.6869	321.402	-440.849	0.168387	-348.337	156.791	-580.108	212.783	-14.2892	-365.897	-27.1926	421.473	180.348	177.042	275.579	-563.048	-44.0644	53.6747	-502.853	-422.366	-359.216	94.3001	-37.4513	248.891	490.39	-193.967	241.558	-314.005	178.468	-0.882455	-148.742	684.365	213.343	571.118	326.302	431.453	-230.409	327.066	100.271	132.652	-336.134	-41.9053	127.592	153.141	-567.627	76.6818	243.902	-44.6347	134.726	-49.7992	279.038	396.647	-274.358	-48.3511	272.812	
-158.09	-215.762	-206.514	-173.248	247.066	377.471	97.1791	-168.453	14.8217	-83.4941	-172.511	-352.398	687.728	14.2096	46.2498	166.127	-374.787	270.192	-158.781	363.411	577.735	-90.0157	219.35	-149.294	146.375	293.29	-404.677	287.65	77.0281	-51.2334	718.367	516.862	-208.049	323.286	-446.94	-222.195	447.397	-365.213	6.97865	3.56908	129.909	-246.916	-145.918	303.978	-167.769	4.63681	-210.892	-723.557	-154.612	-178.242	-414.046	327.662	-589.109	174.386	-117.066	-108.226	400.353	120.884	118.659	-245.826	294.593	-116.361	15.4016	534.571	-590.754	-255.922	141.898	111.739	-349.211	-64.7519	127.025	59.8184	108.593	198.401	-96.4078	-122.735	30.4678	-80.3961	124.138	211.545	-36.5133	-421.755	-119.016	334.254	-498.549	-127.441	618.311	190.393	432.362	-97.8266	12.5626	-60.9963	-324.297	254.523	-0.0861069	-298.473	8.5728	-137.109	-156.678	-32.8613	
